"id","created","updated","title","description","priority","investigation_type","event_datetime","completion_due_date","steps_completed","function_location","equipment_description","object_type","catalog_profile","catalog_profiles","object_part_description","damage_code","supervisor_id","event_type","status","total_effective_duration","total_tonnes_lost","date_closed","total_event_duration","cause_code","is_archived","archive_user_id","archive_datetime"
485,2019-02-20 16:32:00.000 +0800,2019-02-20 17:04:44.000 +0800,PU293 Failure to Start ; Historical BMS Id: RCA-0000142,"Tuesday 19/02/2019 around 8:30AM - 9:00AM attempt was made to start PU293 however, the pump failed to start. Mechanical and Electrical Inspections took place and found that discharge and suction piping was not blocked. Coupling Guard removed by attempt was made to rotate the shaft however it was unsuccessful. ",Medium,1,2019-02-19 08:30:00.000 +0800,2019-02-20 17:04:44.000 +0800,5,CLB-PP-DSND-TLG002-PU293 -ASBLY,Pump Tailings Disposal PU293,Pump,PM-PMP,'{}',,,6957,1,3,0.0,0.0,2019-02-20 17:04:44.000 +0800,,,,,
486,2018-08-14 11:01:00.000 +0800,2018-09-25 08:20:06.000 +0800,BF303 Impact Bed Liner Failure; Historical BMS Id: RCA-0000049,"On 12/08/18 BF303 Impact Bed was found to have been displaced from it 's original position and become stuck between the roller and the belt. The Rubber and Teflon section of the impact bed had become worn due to friction and was left with the Aluminium slot on the underside of the impact bed. Bin above the belt feeder was subsequently emptied and damaged rollers pulled out for inspection. The Impact Beds are held together by T-bolt,   M10 Gr 8.8 bolts",Medium,2,2018-08-12 16:40:00.000 +0800,2018-09-25 08:20:06.000 +0800,5,CLB-PP-CRSH-MOD303-BF303 -ASBLY,Structure BF303,Belt Feeder,PM-STRC,'{}',,,6957,1,3,3.0,0.0,2018-09-25 08:20:06.000 +0800,,,,,
487,2019-02-24 12:59:00.000 +0800,2019-05-05 10:56:49.000 +0800,PU286 Coupling Failure ; Historical BMS Id: RCA-0000144,"7:20AM, Sunday, 24/02/2019 Fitter noticed extensive noise coming from the drive coupling of PU286. extensive vibration was also noted being transferred to the motor. It was reported that motor was running faster than the pump which indicated a coupling failure. ",Medium,1,2019-02-24 07:20:00.000 +0800,2019-05-05 10:56:49.000 +0800,5,CLB-PP-DSND-MOD234-PU288 -DRIV1,Drive Variable Speed PU288,Variable Speed Drive,PM-VSD,'{}',,,6957,1,3,21.0,0.0,2019-05-05 10:56:49.000 +0800,,,,,
488,2018-10-02 15:40:00.000 +0800,2018-10-07 15:27:55.000 +0800,CR305 Seat Liner Failure ; Historical BMS Id: RCA-0000068,During CR305 clearing cycle it was identified that 2X Seat Liner segments located in the east and south-east side of the Main Frame had become dislodged and separated from the Main Frame. This machine cannot be utilized until remediation works take place as running the machine without rectifying the issue will lead to further damage to the Adjustment Ring and Main Frame.,Medium,2,2018-10-02 07:00:00.000 +0800,2018-10-07 15:27:55.000 +0800,5,CLB-PP-CRSH-MOD305-CR305 -ASBLY,Assembly Main Frame CR305,Assembly,PM-STRC,'{}',,,6957,1,3,0.0,0.0,2018-10-07 15:27:55.000 +0800,,,,,
489,2018-08-13 10:51:00.000 +0800,2018-09-18 18:05:47.000 +0800,BF309 North Drive Gearbox Retaining Bolts Fractured; Historical BMS Id: RCA-0000048,"10/08/18, 14:30 Convatech personnel reported BF309 Gearbox on North Drive was heating up. It was noted that the Geared Coupling has partially separated and was at risk of becoming detached. BF309 was stopped and Gearbox was removed. Upon removal it was found that the retaining bolts that hold the shaft into the coupling had fractured.",Medium,2,2018-08-10 14:30:00.000 +0800,2018-09-18 18:05:47.000 +0800,5,CLB-PP-CRSH-MOD309-BF309 -DRIV2,Gearbox 2 BF309,Gearbox,PM-GEAR,'{}',,,6957,1,3,8.5,0.0,2018-09-18 18:05:47.000 +0800,,,,,
490,2018-07-02 08:29:00.000 +0800,2018-07-17 15:15:21.000 +0800,DT138 Hoist cylinder Failure.; Historical BMS Id: RCA-0000017,DT138 was operating autonomously in the AHS zone. It has reversed to dump a load in a waste dump and as it reached max hoist cylinder extension the retaining bolts holding the two halves of the cylinder have snapped allowing the cylinder to disconnect from the barrel.,Medium,2,2018-06-27 10:36:00.000 +0800,2018-07-17 15:15:21.000 +0800,5,CCK-MP-HAUL-DT138 -HYDSYS-HOCYL-HCYLL,Cylinder Hoist LH,Hydraulic Cylinder,MP-HDCYL,'{}',,,8602,1,3,79.16,0.0,2018-07-17 15:15:21.000 +0800,,,,,
491,2018-08-11 14:15:00.000 +0800,2018-10-18 06:06:49.000 +0800,DT130 swollen brake packs.; Historical BMS Id: RCA-0000045,During a service oil was found in the radiator coolant sample.,Medium,2,2018-08-11 14:51:00.000 +0800,2018-10-18 06:06:49.000 +0800,5,CCK-MP-HAUL-DT130 -FDRSYS-FDRVE,Final Drives,Final Drive,MP-FDRVE,'{}',,,8602,1,3,162.0,0.0,2018-10-18 06:06:49.000 +0800,,,,,
492,2018-09-05 08:11:00.000 +0800,2018-11-08 11:09:45.000 +0800,DT155 Pos 2 brakes worn prematurely.; Historical BMS Id: RCA-0000061,Position 2 brake pack warped,Medium,2,2018-09-04 14:14:00.000 +0800,2018-11-08 11:09:45.000 +0800,5,CCK-MP-HAUL-DT155 -BRKSYS-SRVBK-SVBRF,Service Brake RH Front,Brake,MP-WETBK,'{}',,,8602,1,3,0.0,0.0,2018-11-08 11:09:45.000 +0800,,,,,
493,2018-09-26 06:00:00.000 +0800,2018-11-09 21:05:27.000 +0800,DT754 Park Brake Failure; Historical BMS Id: RCA-0000067,Operator put machine down for brake alarm. Mechanic diagnosed park brake failure,Medium,2,2018-09-24 05:55:00.000 +0800,2018-11-09 21:05:27.000 +0800,5,CCK-MP-HAUL-DT754 -BRKSYS-BRPRK-PRKLH,Park Brake Assembly LH,Brake,MP-PKBRK,'{}',,,8602,1,3,0.0,0.0,2018-11-09 21:05:27.000 +0800,,,,,
494,2018-10-22 16:20:00.000 +0800,2018-11-09 13:08:09.000 +0800,DT126 Engine Bay Fire.; Historical BMS Id: RCA-0000083,At approximately 2200 control room staff were alerted to an engine shutdown fault on the truck. Pit Technicians were notified and sent to recover the truck and or move it out of the way. On arrival at the truck a fire in the engine compartment was seen. Mine Emergency Staff were summoned and the fire was extinguished.,Medium,2,2018-09-24 22:00:00.000 +0800,2018-11-09 13:08:09.000 +0800,5,CCK-MP-HAUL-DT126 -ENGINE,Engine Assembly Caterpillar C175-16,Engine,MP-ENGIN,'{}',,,8602,1,3,1008.0,0.0,2018-11-09 13:08:09.000 +0800,,,,,
1014,2022-02-19 01:48:59.000 +0800,2022-02-21 03:02:03.000 +0800,SN402 Exciter NDE propeller shaft failure ; Historical Sharepoint Solomon Id 541,,Medium,3,2022-02-18 16:00:00.000 +0800,,5,SOL-KV-DSCR-MOD002-SN402 -DRIV1,Exciter NDE Screen Drive SN402-EX03,Exciter,PM-EXTR,'{}',,,4331,1,3,0.1,750.0,2022-08-01 08:00:00.000 +0800,,,,,
497,2018-08-11 15:11:00.000 +0800,2018-12-17 15:05:22.000 +0800,WD204 lost all pushing power; Historical BMS Id: RCA-0000046,The torque converter is overheating and has lost all pushing power.,Medium,2,2018-08-11 15:11:00.000 +0800,2018-12-17 15:05:22.000 +0800,5,CCK-MP-DOZR-WD204 -TRNSYS-TRQUE,Torque Converter,Torque Converter,MP-TQCNV,'{}',,,8602,1,3,0.0,0.0,2018-12-17 15:05:22.000 +0800,,,,,
498,2018-07-13 15:57:00.000 +0800,2018-07-27 11:08:30.000 +0800,DT140 Brake pack damage; Historical BMS Id: RCA-0000024,"During a major service the hoist screens were found to have high amounts of brake material. all brake positions were checked and only position 3 showed 20% wear, the other positions were showing 0%. ",Medium,1,2018-07-13 06:00:00.000 +0800,2018-07-27 11:08:30.000 +0800,5,CCK-MP-HAUL-DT140 -FDRSYS-FDRVE,Final Drives,Final Drive,MP-FDRVE,'{}',,,8602,1,3,0.0,0.0,2018-07-27 11:08:30.000 +0800,,,,,
499,2021-11-03 09:13:00.000 +0800,2022-01-20 17:01:12.000 +0800,DR 60 DE CS Jack leg failure; Historical BMS Id: RCA-0000499,Cab side drill end cylinder was creeping and was diagnosed to have failed internally. New counterbalance valves had been installed by night shift and the cylinder continued to creep down.,Medium,1,2021-11-02 09:16:00.000 +0800,2022-01-20 17:01:12.000 +0800,5,CLB-MP-DRLL-DR060 -HYDSYS-HDCYL-JCYRR,Cyl Jack Leg Drill End Cab Side,Hydraulic Cylinder,MP-HDCYL,'{}',,,1641,1,3,0.0,0.0,2022-01-20 17:01:12.000 +0800,,,,,
500,2022-01-03 08:51:00.000 +0800,2022-01-03 09:42:31.000 +0800,EX012 RH Engine Low Oil Pressure; Historical BMS Id: RCA-0000514,RH Engine exhibiting low oil pressure on 13/07/2021. Multiple attempts at diagnosing issue however unable to rectify. Engine changed out on 03/12/2021 at 13910 hours (77% of expected service life).,Medium,2,2021-12-03 13:34:00.000 +0800,2022-01-03 09:42:31.000 +0800,5,CLB-MP-EXCV-EX012 -RHENGN,Engine Assembly Cummins KTA38C,Engine,MP-ENGIN,'{}',,,745,1,3,0.0,0.0,2022-01-03 09:42:31.000 +0800,,,,,
501,2021-05-09 08:15:00.000 +0800,2021-05-22 16:55:03.000 +0800,LPP94 bore pump tested DTE after pull and clean ; Historical BMS Id: RCA-0000439,LPP94 bore pump had test 0 Mohms after bore install ,Medium,2,2021-04-29 10:21:00.000 +0800,2021-05-22 16:55:03.000 +0800,5,CLB-UT-WTRS-LNGBFD-LPP094,Motor Bore Pump CBM0659,Electrical Motor,PM-WTRS,'{}',,,370,1,3,0.0,0.0,2021-05-22 16:55:03.000 +0800,,,,,
502,2021-07-19 09:33:00.000 +0800,2021-07-20 14:16:37.000 +0800,Bore pump tested DTE at post pull IR test ; Historical BMS Id: RCA-0000470,"LPP123 was due for a pull and clean in week 27, pre pull electrical IR testing on the pump motor, tested good (see document attached), then tested DTE at post pull IR testing.",Medium,2,2021-07-11 12:00:00.000 +0800,2021-07-20 14:16:37.000 +0800,5,CLB-UT-WTRS-LNGBFD-LPP123,VSD Panel VFD246,Variable Speed Drive,PM-VSD,'{}',,,370,1,3,0.0,0.0,2021-07-20 14:16:37.000 +0800,,,,,
503,2021-04-06 07:07:00.000 +0800,2021-06-02 12:07:28.000 +0800,DT149 Turbo Failure; Historical BMS Id: RCA-0000426,DT149 Pos 3 turbo failed during operation and was replaced in the pit. Maintainer cleaned out intake system to avoid further equipment failure. Failed turbo was taken to 9bay workshop for inspection before being sent to WesTrac.,Medium,2,2021-03-18 06:32:00.000 +0800,2021-06-02 12:07:28.000 +0800,5,CCK-MP-HAUL-DT149 -ENGINE-INTEX-TBORI,Turbocharger RH Inner,Turbocharger,MP-TBOCG,'{}',,,2773,1,3,10.0,0.0,2021-06-02 12:07:28.000 +0800,,,,,
504,2022-02-21 14:48:00.000 +0800,2022-05-29 09:01:34.000 +0800,DT765 Blower Motor Failure and Fire; Historical BMS Id: RCA-0000531,"On 19/02/2022 at 10:58 DT765 was removed from service after an AHS Field Builder noticed flames coming from the grid box. Emergency services and maintenance personnel attended the scene, fire damage was limited to the grid box. The failed grid box and blower motor was later removed from the truck for repairs and analysis.",Medium,2,2022-02-19 10:58:00.000 +0800,2022-05-29 09:01:34.000 +0800,5,CCK-MP-HAUL-DT765 -ELCTHV-HVGBM,Grid Box Blower Motor,Electrical Motor,MP-MOTOR,'{}',,,2773,1,3,0.0,0.0,2022-05-29 09:01:34.000 +0800,,,,,
505,2021-06-12 10:32:00.000 +0800,2022-05-27 10:36:04.000 +0800,DT752 Blown head gasket; Historical BMS Id: RCA-0000456,"On 31/05/2021 at 13:07 DT752 stopped production after the tray was stuck in the Up position. A major oil leak was discovered and the truck was removed from Service. After waiting for the float to become available, DT752 was recovered to the workshop from Lefroy on 02/06/2021. Head gasket was discovered to be blown and Cummins on-site technicians were utilised to repair. A notification had been raised on 04/12/2020 which identified the failed cylinder head bolt and requested head removal and bolt replacement with the use of Cummins fitters. This was not actioned until the eventual breakdown in late May 2021. At the time of failure DT752 had seen 19,524 engine hours and 45,334 total SMU hours. DT752 experienced a similar failure on cylinder #14 on 10/09/2020 when the engine had 14,559hrs.",Medium,2,2021-05-31 13:07:00.000 +0800,2022-05-27 10:36:04.000 +0800,5,CCK-MP-HAUL-DT752 -ENGINE,Engine Assembly Cummins QSK60,Engine,MP-ENGIN,'{}',,,2773,1,3,0.0,0.0,2022-05-27 10:36:04.000 +0800,,,,,
506,2021-10-04 06:46:00.000 +0800,2022-05-27 10:36:25.000 +0800,DT758 Engine Rocker Arm Failure; Historical BMS Id: RCA-0000494,On the 2nd of October 2021 DT758 was removed from service for suspected low fuel issues and was noted to be running rough. After refueling the truck and fault finding including load boxing it was discovered that the #2 RHS cylinder fuel injector had failed and the related rocker gear was damaged. Further fault finding is ongoing as the failure of this injector has allowed exhaust gas to enter the fuel supply lines and stop the RHS bank from sending fuel to injectors during operation. Further knock on damage may be present as a result.,Medium,2,2021-10-02 09:21:00.000 +0800,2022-05-27 10:36:25.000 +0800,5,CCK-MP-HAUL-DT758 -ENGINE,Engine Assembly Cummins QSK60,Engine,MP-ENGIN,'{}',,,2773,1,3,0.0,0.0,2022-05-27 10:36:25.000 +0800,,,,,
507,2021-04-13 14:17:00.000 +0800,2022-05-14 11:23:25.000 +0800,DT056 Engine Connecting Rod Failure; Historical BMS Id: RCA-0000430,"On 13/04/2021 at 07:36, DT056 was removed from service after a pit technician noticed smoke coming from the exhaust and requested the truck be shut down. After moving the truck to the workshop, further inspection revealed that the #15 connecting rod had failed and ventilated the engine. Following engine replacement, DT056 was returned to service on 20/04/2021 after 176hrs of downtime. At the time of failure, the engine component hours were 10,576hrs.",Medium,2,2021-04-13 07:36:00.000 +0800,2022-05-14 11:23:25.000 +0800,5,CCK-MP-HAUL-DT056 -ENGINE,Engine Assembly Caterpillar C175-16,Engine,MP-ENGIN,'{}',,,2773,1,3,176.0,0.0,2022-05-14 11:23:25.000 +0800,,,,,
508,2022-05-31 13:48:00.000 +0800,2022-05-31 16:51:49.000 +0800,DT5255 Pos 3 Wheel Detached; Historical BMS Id: RCA-0000547,"On 30/05/2022 at 06:06 DT5255 Pos 3 wheel has detached in operation while exiting a corner, causing the truck to stop. The truck was travelling from EX106 to OPF with a payload of 222t.",Medium,2,2022-05-30 06:06:00.000 +0800,2022-05-31 16:51:49.000 +0800,5,CCK-MP-HAUL-DT5255-FDRSYS-WHTYR-POS03,Tyre & Rim Pos 3,Wheel,MP-WHEEL,'{}',,,2773,1,3,0.0,0.0,2022-05-31 16:51:49.000 +0800,,,,,
509,2021-12-10 07:45:00.000 +0800,2022-05-01 14:56:17.000 +0800,DT223 Early Life Turbo Failures; Historical BMS Id: RCA-0000507,On the 10th of Dec 2021 at 0040 DT223 was removed from service to investigate LH boost pressure and exhaust temps. Damage on the compressor wheels of the Position 1 and 2 turbos was found. Both turbos were replaced. The Position 1 turbo had previously failed on 23/10/2021 ahead of it 's replacement schedule. Metal shards and fragments were found throughout the intake.,Medium,2,2021-12-10 00:40:00.000 +0800,2022-05-01 14:56:17.000 +0800,5,CCK-MP-HAUL-DT223 -ENGINE-INTEX-TBORI,Turbocharger RH Inner,Turbocharger,MP-TBOCG,'{}',,,2773,1,3,0.0,0.0,2022-05-01 14:56:17.000 +0800,,,,,
831,2019-12-24 01:48:03.000 +0800,2021-06-24 00:21:58.000 +0800,CV121 Belt damage; Historical Sharepoint Solomon Id 327,,Medium,1,2019-12-22 16:00:00.000 +0800,,5,SOL-KV-RMIN-CRUSH2-CV121 -ASBLY,Belt Conveyor CV121,Conveyor Belting,PM-CVBT,'{}',,,10082,1,3,2.4,19794.0,2022-08-01 08:00:00.000 +0800,,,,,
832,2019-12-26 08:58:08.000 +0800,2020-03-13 05:36:15.000 +0800,CV114 PY03 Bearing Failure; Historical Sharepoint Solomon Id 328,,Medium,2,2019-12-19 16:00:00.000 +0800,,5,SOL-KV-RMIN-CONVEY-CV114 -ASBLY,Pulley High Tension Bend CV114-PY03,Pulley,PM-PLYS,'{}',,,10082,1,3,18.8,159638.0,2022-08-01 08:00:00.000 +0800,,,,,
833,2019-12-27 03:14:32.000 +0800,2020-02-20 02:24:47.000 +0800,CRC306 Cracked crusher mantle liner; Historical Sharepoint Solomon Id 329,,Medium,3,2019-12-25 16:00:00.000 +0800,,5,SOL-KV-CRSH-CRUSH6-CRC306-ASBLY,Structure Cone Crusher CRC306,Crusher – Cone,PM-STRC,'{}',,,10082,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
834,2020-01-02 00:58:02.000 +0800,2020-07-30 06:41:06.000 +0800,CV203 Gearbox - 8 Month Service Life; Historical Sharepoint Solomon Id 330,,Medium,1,2020-01-01 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB3-CV203 -DRIV1,Gearbox Drive CV203,Gearbox,PM-GEAR,'{}',,,6515,1,3,0.0,0.0,2022-08-01 08:00:00.000 +0800,,,,,
836,2020-01-02 03:31:28.000 +0800,2020-02-03 22:45:57.000 +0800,PU202 Phase Module Failure; Historical Sharepoint Solomon Id 332,,Medium,1,2019-12-19 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB2-PU202 -DRIV1,VSD Drive Motor PU202,Variable Speed Drive,PM-VSD,'{}',,,11111,1,3,4.9,39690.0,2022-08-01 08:00:00.000 +0800,,,,,
837,2020-01-03 08:57:05.000 +0800,2020-01-04 04:50:53.000 +0800,SZ151 Fluid Coupling Flexible Packet Coupling Failure; Historical Sharepoint Solomon Id 333,,Medium,3,2020-01-02 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-SZ151 -DRIV1,Coupling Fluid Drive 1 SZ151,Coupling,PM-COUP,'{}',,,2686,1,3,2.7,13500.0,2022-08-01 08:00:00.000 +0800,,,,,
839,2020-01-16 09:10:08.000 +0800,2020-03-31 22:41:44.000 +0800,CV301 Magnet trolley failure; Historical Sharepoint Solomon Id 335,,Medium,1,2020-01-15 16:00:00.000 +0800,,5,SOL-KV-CRSH-CONVEY-CV301 -MAG01,Electric Magnet Trolley CV301,Trolley,PM-TRLY,'{}',,,5424,1,3,4.7,38533.0,2022-08-01 08:00:00.000 +0800,,,,,
840,2020-01-17 02:27:31.000 +0800,2020-04-09 07:23:31.000 +0800,KV CV302-PY04 Ringfeder Failure; Historical Sharepoint Solomon Id 336,,Medium,2,2020-01-15 16:00:00.000 +0800,,5,SOL-KV-CRSH-CONVEY-CV302 -ASBLY,Pulley Bend Low Tension CV302-PY04,Pulley,PM-PLYS,'{}',,,5424,1,3,14.6,125802.0,2022-08-01 08:00:00.000 +0800,,,,,
841,2020-01-21 06:30:56.000 +0800,2020-02-18 07:11:56.000 +0800,KV GEHO PU526 Diaphragm Failure; Historical Sharepoint Solomon Id 337,,Medium,1,2020-01-20 16:00:00.000 +0800,,5,SOL-KV-DSND-THICK1-PU526 -ASBLY,Pump Tailings Disposal PU526,Pump,PM-PMP,'{}',,,5424,1,3,5.2,41376.0,2022-08-01 08:00:00.000 +0800,,,,,
811,2019-09-21 22:56:39.000 +0800,2019-11-05 06:50:58.000 +0800,SK802 Luff Hydraulic Pump trip.; Historical Sharepoint Solomon Id 307,,Medium,1,2019-09-20 16:00:00.000 +0800,,5,SOL-SY-STKG-STK802-LFD01 -ASBLY,Power Pack Hydraulic Luffing SK802,Hydraulic Power Pack,PM-PWPK,'{}',,,3202,1,3,2.0,8500.0,2022-08-01 08:00:00.000 +0800,,,,,
812,2019-09-27 00:58:48.000 +0800,2019-10-11 00:33:47.000 +0800,PU202 VSD Phase Module Failure; Historical Sharepoint Solomon Id 308,,Medium,1,2019-09-25 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB2-PU202 -DRIV1,VSD Drive Motor PU202,Variable Speed Drive,PM-VSD,'{}',,,11111,1,3,3.7,5000.0,2022-08-01 08:00:00.000 +0800,,,,,
813,2019-09-29 01:55:34.000 +0800,2019-11-28 21:56:44.000 +0800,CV 201 VSD HV Feeder Contactor Bus Shutter Mechanism Failure; Historical Sharepoint Solomon Id 309,,Medium,2,2019-09-27 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB1-CV201 -DRIV1,VSD Drive Motor CV201,Variable Speed Drive,PM-VSD,'{}',,,11111,1,3,6.5,56477.0,2022-08-01 08:00:00.000 +0800,,,,,
814,2019-10-07 05:53:26.000 +0800,2019-10-23 16:05:40.000 +0800,CRC363 Oil seal failure; Historical Sharepoint Solomon Id 310,,Medium,2,2019-10-05 16:00:00.000 +0800,,5,SOL-FT-CRSH-CRUSH3-CRC363-LUB01,Lube Unit CRC363,Lubrication Unit,PMGENERAL,'{}',,,6190,1,3,8.0,9130.0,2022-08-01 08:00:00.000 +0800,,,,,
817,2019-10-30 08:41:18.000 +0800,2019-12-16 05:35:26.000 +0800,SN461 Screen panel failure; Historical Sharepoint Solomon Id 313,,Medium,1,2019-10-26 16:00:00.000 +0800,,5,SOL-FT-DSCR-MOD001-SN461 -ASBLY,Structure Screen SN461,Screen,PM-STRC,'{}',,,4645,1,3,3.9,0.0,2022-08-01 08:00:00.000 +0800,,,,,
818,2019-11-04 04:26:02.000 +0800,2020-01-07 23:45:32.000 +0800,CV151-VSD01 K1 line contactor fault; Historical Sharepoint Solomon Id 314,,Medium,1,2019-11-02 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-CV151 -DRIV1,VSD Drive Motor CV151,Variable Speed Drive,PM-VSD,'{}',,,3202,1,3,3.5,17.5,2022-08-01 08:00:00.000 +0800,,,,,
819,2019-11-14 08:05:44.000 +0800,2019-12-11 05:55:05.000 +0800,RCAXXX PU202 density gauge stuck; Historical Sharepoint Solomon Id 315,,Medium,1,2019-11-13 16:00:00.000 +0800,,5,SOL-KV-WSCR-SCRUB2-PU202 -EICON,Transmitter Density Indicator DIT2480,Density Transmitter,PM-INST,'{}',,,2945,1,3,3.5,1.0,2022-08-01 08:00:00.000 +0800,,,,,
820,2019-11-29 08:36:06.000 +0800,2020-01-15 05:39:04.000 +0800,CV902 VSD D2 Failure ; Historical Sharepoint Solomon Id 316,,Medium,1,2019-11-28 16:00:00.000 +0800,,5,SOL-SY-CNVY-CONVEY-CV902 -DRIV2,VSD Drive Motor 2 CV902,Variable Speed Drive,PM-VSD,'{}',,,709,1,3,2.5,33750.0,2022-08-01 08:00:00.000 +0800,,,,,
821,2019-12-03 07:35:48.000 +0800,2020-01-07 01:28:32.000 +0800,RC901 Cable Reeler Layering Guide Gearbox Failure; Historical Sharepoint Solomon Id 317,,Medium,2,2019-12-02 16:00:00.000 +0800,,5,SOL-SY-RCLM-RCL901-CA901 -DRIV1,Gearbox Cable Reeler Drive CA901,Gearbox,PM-GEAR,'{}',,,9517,1,3,6.0,52500.0,2022-08-01 08:00:00.000 +0800,,,,,
822,2019-12-05 01:21:11.000 +0800,2020-01-23 02:09:07.000 +0800,CV151 VSD Contactor Failure; Historical Sharepoint Solomon Id 318,,Medium,2,2019-11-30 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-CV151 -DRIV1,VSD Drive Motor CV151,Variable Speed Drive,PM-VSD,'{}',,,709,1,3,10.3,44796.0,2022-08-01 08:00:00.000 +0800,,,,,
823,2019-12-11 06:37:53.000 +0800,2020-01-23 01:41:39.000 +0800,SZ151 Gearbox Cracks leading to 19 hours shut overun; Historical Sharepoint Solomon Id 319,,Medium,2,2019-11-21 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-SZ151 -DRIV1,Gearbox Drive 1 SZ151,Gearbox,PM-GEAR,'{}',,,1396,1,3,19.0,95000.0,2022-08-01 08:00:00.000 +0800,,,,,
827,2019-12-18 23:20:09.000 +0800,2019-12-29 08:44:32.000 +0800,Dislodged Liner CH151 Jamming SZ151; Historical Sharepoint Solomon Id 323,,Medium,1,2019-12-17 16:00:00.000 +0800,,5,SOL-FT-RMIN-CRUSH1-AF151 -CH151,Chute Discharge AF151,Chute,PM-CHTS,'{}',,,2686,1,3,3.0,15000.0,2022-08-01 08:00:00.000 +0800,,,,,
829,2019-12-21 01:13:06.000 +0800,2020-01-30 06:50:42.000 +0800,FR502 Wear Belts ; Historical Sharepoint Solomon Id 325,,Medium,2,2019-12-17 16:00:00.000 +0800,,5,SOL-KV-DSND-DESND2-FR502 -ASBLY,Belt Filter FR502,Conveyor Belting,PM-FILT,'{}',,,5424,1,3,9.6,26000.0,2022-08-01 08:00:00.000 +0800,,,,,
842,2020-01-25 05:36:38.000 +0800,2020-04-14 23:18:34.000 +0800,RC901 cable reeler multiple over/under tension trips; Historical Sharepoint Solomon Id 338,,Medium,2,2020-01-23 16:00:00.000 +0800,,5,SOL-SY-RCLM-RCL901-CA901 -ASBLY,Reeler Cable RC901,Cable Reel,PMGENERAL,'{}',,,1586,1,3,13.5,180000.0,2022-08-01 08:00:00.000 +0800,,,,,
843,2020-01-28 05:19:59.000 +0800,2020-03-05 03:20:55.000 +0800,CV125 Belt Rip; Historical Sharepoint Solomon Id 339,,Medium,2,2020-01-25 16:00:00.000 +0800,,5,SOL-FT-RMIN-CONVEY-CV125 -ASBLY,Belt Conveyor CV125,Conveyor Belting,PM-CVBT,'{}',,,2686,1,3,7.0,30000.0,2022-08-01 08:00:00.000 +0800,,,,,
863,2020-03-15 08:46:58.000 +0800,2020-03-19 08:09:45.000 +0800,CV113 Transfer Chute Holed; Historical Sharepoint Solomon Id 359,,Medium,3,2020-03-14 16:00:00.000 +0800,,5,SOL-KV-RMIN-CONVEY-CV113 -CH118,Head Chute CH118,Chute,PMGENERAL,'{}',,,10082,1,3,1.4,10885.0,2022-08-01 08:00:00.000 +0800,,,,,
864,2020-03-16 09:36:02.000 +0800,2020-04-09 09:34:16.000 +0800,PU526 Discharge Spool Holed; Historical Sharepoint Solomon Id 360,,Medium,1,2020-03-15 16:00:00.000 +0800,,5,SOL-KV-DSND-THICK1-PU526 -ASBLY,Pump Tailings Disposal PU526,Pump,PM-PMP,'{}',,,5424,1,3,1.2,9198.0,2022-08-01 08:00:00.000 +0800,,,,,
865,2020-03-17 00:31:35.000 +0800,2020-03-31 00:09:49.000 +0800,CV121 Winch Load Cell Amplifier Failure ; Historical Sharepoint Solomon Id 361,,Medium,1,2020-03-15 16:00:00.000 +0800,,5,SOL-KV-RMIN-CRUSH2-CV121 -WHO01,Winch Take Up CV121,Winch,PM-CRNE,'{}',,,11111,1,3,2.8,24582.0,2022-08-01 08:00:00.000 +0800,,,,,
869,2020-03-27 22:46:22.000 +0800,2020-04-20 00:40:25.000 +0800,FR502 Wear Belt Failure; Historical Sharepoint Solomon Id 365,,Medium,1,2020-03-26 16:00:00.000 +0800,,5,SOL-KV-DSND-DESND2-FR502 -ASBLY,Belt Filter FR502,Conveyor Belting,PM-FILT,'{}',,,5424,1,3,5.6,41053.0,2022-08-01 08:00:00.000 +0800,,,,,
844,2020-01-30 01:02:45.000 +0800,2020-04-07 01:48:00.000 +0800,CV705-VSD03 Failure; Historical Sharepoint Solomon Id 340,,Medium,1,2020-01-27 16:00:00.000 +0800,,5,SOL-KV-CNVY-CONVEY-CV705 -DRIV3,VSD Drive Motor 3 CV705,Variable Speed Drive,PM-VSD,'{}',,,11111,1,3,4.8,38475.0,2022-08-01 08:00:00.000 +0800,,,,,
845,2020-01-30 13:20:51.000 +0800,2020-01-31 13:19:18.000 +0800,PU519 Tee Piece Holed; Historical Sharepoint Solomon Id 341,,Medium,3,2020-01-27 16:00:00.000 +0800,,5,SOL-KV-DSND-THICK1-PU519 -PPVLV,General Piping & Valves,Piping,PM-PIPI,'{}',,,5424,1,3,2.1,16692.0,2022-08-01 08:00:00.000 +0800,,,,,
